,Unnamed: 0,Unnamed: 0.1,sid,name,address,tel,latitude,longitude,opening_time,access_guide,website,image
10,10,10,1668592617,박준애견유치원강아지훈련소애견훈련,서울특별시 송파구 올림픽로 300,010-7677-9010,37.5125702,127.1025625,매일 08:00~22:00,,https://www.youtube.com/channel/UCDGBwpbjVfHasNjUCCB9mpQ/videos//,
11,11,11,1498062577,애견유치원강아지마을반려동물호텔,경기도 부천시 길주로 86 해피플러스 2층 209호,010-7773-7881,37.5052331,126.7519392,"금요일 07:40~20:00 반려견유치원/호텔
목요일 07:40~20:00 반려견유치원/호텔",주차 방문접수/출장 반려동물 동반 남/녀 화장실 구분,http://www.instagram.com/mi_201912,https://ldb-phinf.pstatic.net/20210705_87/1625496801714rGoyK_JPEG/d6ccSCRvhG2MQSpoTY8zdHX9.jpg
12,12,12,1513100166,하울 애견 유치원애견훈련,서울특별시 강서구 곰달래로 227 2층.3층 하울유치원,1877-9057,37.5318423,126.8583111,,,,https://ldb-phinf.pstatic.net/20201206_35/1607184672123oofPR_JPEG/Vl-nqDU4m_nIQka5YyOhZskO.jpg
13,13,13,1587891696,독클래스애견훈련,서울특별시 용산구 회나무로42길 4 독클래스,02-6014-4242,37.540724,126.9958678,"평일 08:00~20:00 스쿨
매일 10:00~20:00 호텔,그루밍살롱,셀렉샵",반려동물 동반,http://instagram.com/dogclass_official,https://ldb-phinf.pstatic.net/20211205_243/1638678421911wfOnf_PNG/%B4%D9%BF%EE%B7%CE%B5%E5-01.png
14,14,14,1733540587,도기캠프애견훈련,"서울특별시 용산구 백범로 313 롯데캐슬상가 B2층 203,204호 도기캠프",02-714-5999,37.5400414,126.963526,"평일 10:00~19:00 호텔 365일
토요일 10:00~19:00",예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://blog.naver.com/doggiecamp
https://doggiecamp.modoo.at",https://ldb-phinf.pstatic.net/20200526_180/1590484627381t3wxu_PNG/OReQU6-sGeZOqpHwqEFfWICW.png
15,15,15,58455917,나무 애견유치원반려동물미용,경기도 하남시 신장로 202 2층,031-793-0031,37.5431603,127.1989491,"토요일 10:00~19:30
금요일 10:00~19:30",방문접수/출장 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"https://www.instagram.com/namoo_misa
https://blog.naver.com/eazil1
http://pf.kakao.com/_zpEPK",https://ldb-phinf.pstatic.net/20201119_172/1605713074222cMaCg_JPEG/cf3A-HbFRp7VBPDfhOQev2JR.jpg
16,16,16,1808184579,프리독스애견훈련,서울특별시 용산구 원효로 189-3 2층,010-2738-4042,37.5365996,126.9633559,"평일 08:00~19:30
토요일 09:00~18:30 매 월1·3주째 토요일 오픈, 매월 2·4주째 토,일 휴무",반려동물 동반,http://instagram.com/freedogs_official,https://ldb-phinf.pstatic.net/20211021_253/1634742895528MzsAC_JPEG/6wqLL-xLPjuf2wtbLxGgeK-a.jpg
17,17,17,20331499,나밍밍강아지네반려동물미용,서울특별시 동작구 서달로 150 이랜드 해가든 상가 110호,070-8105-6655,37.5066681,126.9622064,평일 10:00~19:00 일요일 휴무,주차 포장 방문접수/출장 예약 무선 인터넷 반려동물 동반 유아시설(놀이방) 남/녀 화장실 구분 장애인 편의시설,http://blog.naver.com/babynh,https://ldb-phinf.pstatic.net/20150901_93/1441044034916IV1PT_JPEG/20331499_0.jpg
18,18,18,37630408,쥬니어드린겐애견유치원애견훈련,경기도 시흥시 매화로94번길 31,070-8871-0930,37.4115094,126.8117162,매일 00:00~24:00,주차 방문접수/출장 예약 무선 인터넷 반려동물 동반,"http://blog.naver.com/dringen0456
http://dringen0456.modoo.at/",https://ldb-phinf.pstatic.net/20160307_88/1457340889980fOEAE_JPEG/176179528263789_0.jpeg
19,19,19,37327041,원쿡 강아지 유치원반려동물,대구광역시 수성구 용학로 12-1 원쿡아카데미,010-2950-8270,35.8255892,128.6112814,매일 08:00~20:00,예약 무선 인터넷 반려동물 동반,"http://www.onecook.modoo.at
http://www.instagram.com/onecook_academy",https://ldb-phinf.pstatic.net/20210706_185/1625576589811kcgS1_PNG/wsnxZev7-jOz6naX36nZyqiq.png
20,20,20,1620127619,마이펫강아지유치원 호텔미용스파반려동물호텔,부산광역시 금정구 온천장로125번길 50 2층 마이펫강아지유치원 호텔미용스파,010-9335-7892,35.2236861,129.0830544,,,,https://ldb-phinf.pstatic.net/20210408_7/161786099649364dDU_JPEG/qHU9mzwfr06OMdXrJPDvVl43.jpg
21,21,21,1788311094,행복하개 애견유치원&호텔애견훈련,경기도 화성시 노들길 6-12 엠폴리스303동 4층,010-8405-4974,37.2802781,126.8194939,평일 08:00~18:00 주말휴무,주차 예약,"https://www.instagram.com/happy_dog303
https://forms.gle/SrLaxbPKZ3BDgrnu9",https://ldb-phinf.pstatic.net/20210520_97/1621507010001zsy0G_JPEG/_NSJG2LZmF7Ifhcn39nNB0ek.jpg
22,22,22,1236306299,코코키스애견유치원애견훈련,경기도 수원시 팔달구 월드컵로311번길 33-2,010-5000-5535,37.2849661,127.0330267,매일 10:00~22:00 연중무휴,반려동물 동반,,https://ldb-phinf.pstatic.net/20200130_299/1580330366705qPo9L_JPEG/sr3lVFvaNucwbt3s2-DZ9ezy.jpg
23,23,23,1212801563,멜리애견유치원애견훈련,인천광역시 중구 월촌길 52,010-4964-2656,37.4968791,126.5664265,"평일 08:30~19:30
토요일 12:00~18:30 ❗2주, 4주 토요일은 휴무입니다
일요일 휴무",주차 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"https://blog.naver.com/rlfjrl34
https://www.instagram.com/mellifluous_0605/",https://ldb-phinf.pstatic.net/20210412_47/1618204950540fgojJ_JPEG/RKKNfhNN1NAD5afZLBwIFFBX.jpg
24,24,24,1403363217,쥬쥬펫반려동물미용,서울특별시 서대문구 증가로 13-9 2층,02-6216-0028,37.5691333,126.931132,"매일 10:00~21:00
월요일 휴무",단체석 주차 포장 배달 방문접수/출장 예약 무선 인터넷 반려동물 동반,"http://zoozoopet.com
http://zoozoopet.modoo.at
http://instagram.com/zoozoopet0330",https://ldb-phinf.pstatic.net/20211029_186/1635498261394ke0p0_JPEG/Y5oVHqwJ1VQ-YvBSyOp_mnyT.jpg
25,25,25,1105879816,강남강아지반려견놀이터,서울특별시 강남구 언주로79길 14 2층,02-556-2212,37.4993316,127.0428946,"평일 08:00~20:00 연중무휴
토요일 10:00~20:00
일요일 10:00~18:00",예약 반려동물 동반,http://www.instagram.com/gangnampuppy,https://ldb-phinf.pstatic.net/20180320_28/1521507904755awKr6_JPEG/Qutq1e6Km5LquNqVfgC_ByiT.jpg
26,26,26,1671766950,유치원 담임애견훈련,경기도 화성시 비봉면 남이로 255 2F,010-5707-9870,37.2495031,126.8414998,"매일 09:00~18:00 유치원 및 행동교정
매일 00:00~24:00 호텔링
매일 09:00~21:00 출장훈련 예약필수",주차 방문접수/출장 예약 반려동물 동반,"http://blog.naver.com/homeroom-teacher
https://www.instagram.com/homeroom.teacher",
27,27,27,1287443158,내생각애견호텔유치원반려동물호텔,서울특별시 은평구 연서로 298 2층,010-2924-5558,37.6221025,126.9271183,"평일 08:00~21:00
주말 10:00~20:00 매달 첫째주 일요일 전체휴무 / 매주 일요일은 호텔링만 가능",단체석 주차 포장 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,http://instagram.com/likemyhome1001,https://ldb-phinf.pstatic.net/20191009_251/1570553541066BiNrm_JPEG/8bkmrj-EgDQkULDNV-uu3tpl.jpg
28,28,28,1777602086,강아지대학로애견카페,서울특별시 종로구 대학로12길 92 지하1층,010-6899-2004,37.5800995,127.0037015,,,,https://ldb-phinf.pstatic.net/20200909_8/1599644995201iJwPN_JPEG/-Ctge9ORwYpofL9DcpJlPoCT.jpg
29,29,29,1757386195,망토두른강아지반려동물호텔,경기도 포천시 소흘읍 호국로 324-30,010-7574-8813,37.8009983,127.1316777,매일 00:00~24:00 휴일없음,주차 무선 인터넷 반려동물 동반,,https://ldb-phinf.pstatic.net/20171205_165/1512454070373GuXNj_PNG/Utcv6MIZIOMit0CsTUT31vHe.png
30,30,30,299449204,강아지봄반려동물미용,경기도 용인시 수지구 심곡로 87 수지 제일 아이조움,031-898-4131,37.3108583,127.08175,"평일 10:00~20:00
주말 10:00~20:00",,http://dogcafe.wdw.kr/,
31,31,31,1670875948,강아지유치원준애견훈련소애견훈련,경기도 성남시 분당구 성남대로926번길 10,010-2906-1090,37.4125728,127.1298778,매일 08:00~22:00,,https://www.youtube.com/channel/UCDGBwpbjVfHasNjUCCB9mpQ//videos,
32,32,32,407623382,좐네강아지애견훈련,경기도 하남시 신평로168번길 60,010-2203-4225,37.5466706,127.2144861,"평일 10:00~21:00
토요일 10:00~21:00
일요일 10:00~21:00",주차 방문접수/출장 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://johnsdog.com/
http://blog.naver.com/johnsdog",https://ldb-phinf.pstatic.net/20170703_266/1499046028709pvLeW_JPEG/186580546779972_0.jpeg
33,33,33,1008390204,9PETS반려동물미용,서울특별시 성동구 서울숲2길 32-14 101동 106~107호,070-8845-9101,37.5457261,127.0423333,매일 09:00~20:00 365일 운영,주차 방문접수/출장 반려동물 동반,"http://www.ninepets.kr/
https://www.instagram.com/9pets_korea/
https://smartstore.naver.com/ninepets",https://ldb-phinf.pstatic.net/20200405_181/1586018140722hnKRa_JPEG/WrOjYDi5XJA5_zCXEEU2Fuxh.jpeg.jpg
34,34,34,1982997927,댕댕이하우스반려동물미용,서울특별시 성동구 왕십리로 110 2층,070-4384-0920,37.5474643,127.0447833,"평일 09:00~19:00
주말 11:00~19:00
공휴일 11:00~19:00",예약 무선 인터넷 반려동물 동반,"https://blog.naver.com/daengdaeng2house
https://daengdaeng2h.modoo.at
http://www.instagram.com/daengdaeng2_h",https://ldb-phinf.pstatic.net/20200204_129/1580791572327gl4ix_PNG/%C5%A9%B1%E2%BA%AF%C8%AF%BA%ED%B7%A2_%B7%CE%B0%ED.PNG
35,35,35,37793714,커피볶는강아지minipia반려동물미용,경기도 화성시 동탄대로시범길 185 중앙프라자2층 207호,070-4234-3341,37.2015456,127.1092548,"매일 10:00~19:00 주말(토요일,일요일)미용 합니다",주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://blog.naver.com/dongtandog
http://dongtandog.modoo.at",https://ldb-phinf.pstatic.net/20200314_80/15841568399582d4WK_JPEG/Q-Yn1eBlDAvh65xNAF2LvNNt.jpg
36,36,36,1175743168,프랑소와펫 서래점반려동물미용,"서울특별시 서초구 서래로1길 18 엠제이빌딩 1층, 지하1층",02-6951-3361,37.4962335,126.9971338,매일 09:00~20:30 용품샵 및 그루밍살롱은 10시 45분에 오픈입니다.,주차 발렛파킹 예약 무선 인터넷 반려동물 동반,"https://instagram.com/francoispet_official
http://francoispet.co.kr
https://blog.naver.com/francoispet",https://ldb-phinf.pstatic.net/20191004_280/15701782948152E6lV_JPEG/dSjnOFNw0UHEySyoG6oJuLMt.jpg
37,37,37,1818970867,멍설유치원반려견놀이터,경기도 고양시 덕양구 서삼릉길 357 1층,010-4139-9347,37.652993,126.8781853,매일 09:00~20:00,방문접수/출장 반려동물 동반,https://www.instagram.com/meong_seol,
38,38,38,1457735972,슈퍼독애견훈련,서울특별시 영등포구 여의동로 213 상가층 114호,070-4279-7722,37.5185998,126.9396473,"평일 09:00~19:00 일요일 휴무
토요일 09:00~19:00 일요일 휴무",주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://www.superdogkorea.com
http://www.instagram.com/superdog_no.1",https://ldb-phinf.pstatic.net/20190821_199/1566371926174hgmd4_JPEG/Ob8CYZA6TL8di6SpUdKXNnz9.jpg
39,39,39,549173129,리틀원유치원반려견놀이터,경기도 남양주시 별내5로23번길 18-26 1층 리틀원,070-7621-0741,37.6525383,127.1146912,매일 10:00~20:00 매주화요일 휴무,주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://www.mylittleone.co.kr/
http://blog.naver.com/cafelittleone
http://instagram.com/cafelittleone",https://ldb-phinf.pstatic.net/20210721_198/1626842647751C1pYk_JPEG/69IxEns6Tex5823uOMpqOxrB.jpg
40,40,40,1198277244,모동모동반려동물미용,서울특별시 성동구 왕십리로 16 트리마제 상가 103호,02-3409-9225,37.5388896,127.044945,매일 11:00~20:00,주차 예약 무선 인터넷 반려동물 동반,http://www.instagram.com/modong_modong,https://ldb-phinf.pstatic.net/20211122_251/1637570473109sarSX_JPEG/%B8%F0%B5%BF%B8%F0%B5%BF.jpg
41,41,41,1667500114,멍뭉유치원반려동물,경기도 남양주시 별내3로 334 다우프라자 2층 멍뭉유치원,010-4419-2117,37.6670135,127.1171168,"주말 10:00~19:00
평일 08:00~20:00 공휴일이 평일인 경우, 정상 운영",주차 예약 반려동물 동반,http://instagram.com/byeollae_meongmung,https://ldb-phinf.pstatic.net/20210427_44/16195229020972I3MR_JPEG/0TnaeYw95Lv9mDGUteZSrl1I.jpg
42,42,42,37917904,해피퍼피애견훈련,서울특별시 강남구 논현로134길 5,02-544-0522,37.5155779,127.0307028,매일 08:00~21:00 유치원 및 호텔,주차 방문접수/출장 예약 무선 인터넷 반려동물 동반,"http://happypuppy.dog
http://blog.naver.com/happypuppydogscare
https://www.instagram.com/happypuppy_offical",https://ldb-phinf.pstatic.net/20160526_237/1464239446253l1MFF_JPEG/176476544064656_5.jpeg
43,43,43,1653718046,코코퍼피반려동물미용,서울특별시 강북구 오현로 56 꿈의숲 롯데캐슬 101동 4호,02-980-9589,37.617665,127.0367478,"수요일 10:00~20:00
금요일 10:00~20:00",주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,,https://ldb-phinf.pstatic.net/20211103_42/16359182885404ClLY_JPEG/bqqlY-dD0eTk54T_FXgir5yW.jpg
44,44,44,1178794385,오올치유치원반려견놀이터,경기도 부천시 석천로169번길 22 현대센트럴파크 201호 오올치유치원,010-7656-2599,37.5029806,126.7616207,"평일 07:30~20:00
토요일 10:00~18:00
공휴일 휴무",주차 예약 반려동물 동반 남/녀 화장실 구분,"http://blog.naver.com/oholchi
https://www.instagram.com/oholchi_school",https://ldb-phinf.pstatic.net/20210214_14/1613305374666RuSAo_JPEG/3Lmaf-ihdC4Y7nWZHRRnJ-8f.jpg
45,45,45,31383752,Im애견훈련,서울특별시 서초구 동광로 183,02-593-6700,37.4938158,127.0017279,"평일 08:00~19:00 애견훈련,애견유치원,애견호텔
주말 11:00~19:00 애견호텔, 애견카페",주차 포장 방문접수/출장 무선 인터넷 반려동물 동반,"http://cafe.naver.com/loveandpet
http://www.instagram.com/iampet2015
http://iampet.modoo.at/",https://ldb-phinf.pstatic.net/20201001_72/1601538043987lXpvQ_JPEG/MF2AYy-en36V7E6uNNe1ZqRU.jpg
46,46,46,1465432915,프랑소와펫 아카데미애견훈련,서울특별시 서초구 서래로 47 지하1층,02-535-3361,37.4991476,126.9981595,"평일 09:00~20:00
토요일 09:00~20:00",주차 반려동물 동반,"http://francoispetacademy.co.kr
https://www.instagram.com/francoispet_official",https://ldb-phinf.pstatic.net/20210225_173/1614236109967ipNOb_JPEG/d9_5Uceztn8mzydZ2ift6rkv.jpg
47,47,47,1064650077,브이케어반려동물미용,서울특별시 서초구 강남대로79길 32 2층,02-6949-3038,37.5046121,127.0224163,매일 10:00~19:00,주차 반려동물 동반,"http://blog.naver.com/vcare
https://vcare.kr/",https://ldb-phinf.pstatic.net/20191002_202/1570006595250iymcL_JPEG/3BqjFbxXII8eSn7bE1JD5pBt.jpg
48,48,48,32390316,핫Dog 1호점반려동물미용,서울특별시 강북구 노해로11길 41,070-8264-7129,37.6387902,127.0203073,매일 10:00~22:00 화요일은 쉽니다 미용예약은 8시까지만,예약 반려동물 동반,http://blog.naver.com/pagasus1,https://ldb-phinf.pstatic.net/20190131_260/1548905954611Gm4RS_JPEG/6jivdaBA_ldJf_fr05uoNvkD.jpeg.jpg
49,49,49,1273025099,다즐링반려동물미용,서울특별시 영등포구 신길로 119 1층 121호,010-4674-1253,37.5032034,126.9096224,"토요일 10:00~19:00 매주 수요일 휴무
금요일 10:00~19:00 매주 수요일 휴무",주차 예약 반려동물 동반,http://www.instagram.com/daz_z_ling,https://ldb-phinf.pstatic.net/20201003_189/1601717548951IsEtt_JPEG/7MBZ6zSiAQ66aw1vMmT3UWt3.jpeg.jpg
50,50,50,1570596281,퍼피루시드앤로던트클럽반려동물미용,경기도 고양시 덕양구 꽃마을로 4 퍼스트타워 310호,02-3158-2491,37.5989344,126.8924137,매일 10:00~21:00,주차 반려동물 동반 남/녀 화장실 구분,https://www.instagram.com/puppylucid_/,https://ldb-phinf.pstatic.net/20210514_77/16210015829193izBc_JPEG/wOaoPa_BupD70SgXf2ejdFwG.jpg
51,51,51,1044438964,어썸멍스쿨 동탄 유치원호텔반려동물호텔,경기도 화성시 동탄지성로 148 제이스프라자 6층 어썸멍스쿨,010-7912-9132,37.210094,127.0596161,평일 07:30~19:30,주차 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"https://blog.naver.com/awesomemung
https://www.instagram.com/awesome_mung/",https://ldb-phinf.pstatic.net/20210323_184/1616500444207245cO_JPEG/P3ObfsIZr37f7_yKzw4MSaSn.jpeg.jpg
52,52,52,38415570,스타일리다독반려동물미용,서울특별시 강남구 논현로101길 10,02-508-7757,37.5046109,127.0340639,수요일 휴무 매주 수요일 정기휴무 입니다 예약일정에따라 근무시간변동될수있습니다,주차 예약 무선 인터넷 반려동물 동반,"http://blog.naver.com/74425lis
http://instagram.com/styleleedadog",https://ldb-phinf.pstatic.net/20210619_115/16240363741270kvl0_JPEG/41pbpdvlD2eDUZLVee6bhw1l.jpg
53,53,53,1548880093,하이포우반려견유치원반려견놀이터,인천광역시 연수구 하모니로 158 D동 412호,032-228-6138,37.3832893,126.6422608,"매일 08:30~19:30 마지막주 토요일, 일요일 휴무",주차 예약 반려동물 동반,"http://instagram.com/hipaw_kindergarten
https://hipaw.modoo.at
https://blog.naver.com/hipaw",https://ldb-phinf.pstatic.net/20210820_60/1629428389093JQPfu_JPEG/SSsYf5nUjrLZobaKxVX_2FCX.jpeg.jpg
54,54,54,1142980384,신나개반려동물미용,서울특별시 동대문구 답십리로69길 71 이제이빌딩 3층,010-8494-8098,37.5755382,127.073975,"평일 08:30~20:00 점심시간 : 13:30 ~ 14:30
공휴일 09:30~19:00 매주 일요일 휴무
토요일 09:30~19:00 매주 일요일 휴무",주차 무선 인터넷 반려동물 동반,"http://blog.naver.com/excitedog
http://instagram.com/excitedog",https://ldb-phinf.pstatic.net/20210115_103/1610680599959otgLW_JPEG/aYp7d93Sh-vBnTOP6R8o9lRR.jpg
55,55,55,1056814743,마이도그반려동물미용,서울특별시 성북구 돌곶이로 19 한양빌딩 1층 골목 초입,02-969-6139,37.6061797,127.0615355,,,,https://ldb-phinf.pstatic.net/20190726_62/15641370741885VBlg_JPEG/Idv-qF3KVs7EDr3bUGrHdBtP.jpg
56,56,56,1704219179,와사비네집애견훈련,서울특별시 광진구 용마산로 66 3층 와사비네집,02-454-1010,37.5595392,127.0878487,"토요일 08:00~19:00 일요일은 예약 손님에 한해서만 이용가능 합니다. 매달 마지막주 토일월은 휴무입니다
금요일 08:00~19:00 일요일은 예약 손님에 한해서만 이용가능 합니다. 매달 마지막주 토일월은 휴무입니다",방문접수/출장 무선 인터넷 반려동물 동반,"http://blog.naver.com/016ruddk
http://www.instagram.com/wasabi_from_jave",
57,57,57,37240857,도그하우스애견훈련,서울특별시 양천구 목동중앙서로 47 성보주상복합아파트 1층,02-2643-3330,37.5332716,126.869277,"평일 08:00~20:00
주말 09:00~19:00
공휴일 09:00~19:00",주차 반려동물 동반 남/녀 화장실 구분,"http://blog.naver.com/happy-tail
http://cafe.naver.com/networkbada",https://ldb-phinf.pstatic.net/20200628_54/159332459090868kod_JPEG/cdZxX0zAXuP4CNtHi5W2wv0a.jpg
58,58,58,1836354719,뚜뚜미엘반려동물미용,서울특별시 광진구 긴고랑로 60 2층 뚜뚜미엘,010-9004-9096,37.5619031,127.0826965,"매일 10:00~20:00 🐶예약필수🐶
일요일 10:00~18:00 🐶예약필수🐶",주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,https://www.instagram.com/ttou_21,https://ldb-phinf.pstatic.net/20210913_255/1631496807326lAnQg_JPEG/-XogfPQJ9JiRWZxsWSIrDeSj.jpg
59,59,59,1073403861,방가댕댕반려동물미용,서울특별시 관악구 장군봉1길 6 금강아미움아파트 상가동 101동 101호,010-3982-8844,37.4818429,126.94065,,,,https://ldb-phinf.pstatic.net/20190709_116/1562607455838wvqLD_JPEG/_dAguUj5wc1MRCP9KbVlDxK3.jpg
60,60,60,1890964386,디어몽반려동물미용,서울특별시 관악구 난곡로63길 6,02-838-2922,37.481181,126.9142215,,,,https://ldb-phinf.pstatic.net/20200606_171/1591432470760yT5ut_JPEG/yILUtyRWNa_QEHUGsOAdIEBG.jpg
61,61,61,37696242,키즈멍애견훈련,서울특별시 광진구 동일로62길 41,010-8875-9491,37.5592611,127.0765677,,,,https://ldb-phinf.pstatic.net/20160325_184/1458893981469gXhHv_PNG/176273558031016_0.png
62,62,62,38632538,MM애견공방반려동물미용,서울특별시 송파구 백제고분로 165 서도빌딩,010-7418-0168,37.5053813,127.0852889,매일 08:00~20:00,주차 예약 무선 인터넷,"http://blog.naver.com/mm-petdog
http://www.instagram.com/mz.live",https://ldb-phinf.pstatic.net/20190818_215/1566135772002uYQT3_JPEG/vm4Ai17KZuQo7rF0Ho4hBsyO.jpg
63,63,63,1470827538,키움반려견아카데미애견훈련,서울특별시 양천구 은행정로 94 201호,010-4847-5193,37.5281658,126.8587998,매일 10:30~20:00,주차 배달 예약 반려동물 동반 남/녀 화장실 구분,,
64,64,64,1144738554,안녕똑독아애견호텔유치원애견훈련,충청남도 천안시 동남구 충절로 437 2층 안녕똑독아 반려견힐링센터,010-8283-9175,36.7832856,127.1715499,,,,https://ldb-phinf.pstatic.net/20211116_70/1637055073776KBaxX_JPEG/KakaoTalk_20211116_182904747_21.jpg
65,65,65,20555087,곁에 있을개반려동물미용,서울특별시 강서구 화곡로66길 162,02-3661-1459,37.5545396,126.8616004,매일 10:00~19:30 일요일은 문의,배달 예약,http://blog.naver.com/badirangg84,https://ldb-phinf.pstatic.net/20201119_19/16057970124659SkE7_JPEG/CAPhN-funAv8425ZdW8x5cl4.jpg
66,66,66,1244972203,이든반려견문화센터반려동물미용,서울특별시 양천구 은행정로 94,010-9349-4940,37.5281658,126.8587998,"평일 07:30~20:00 정기유치원(시간상담 필수) 주말은 11시부터
매일 10:00~20:00 데이케어/호텔
매일 10:30~20:00 미용",주차 배달 방문접수/출장 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,http://www.instagram.com/eden_petcare,https://ldb-phinf.pstatic.net/20180419_188/1524148791334kjRxK_JPEG/29P3Rm-oJ9igzAf6I9D-XMr7.jpg
67,67,67,1051994260,야옹아멍멍해봐 양재점반려동물분양,서울특별시 서초구 양재천로 141,02-3461-0049,37.479542,127.0425859,매일 10:00~22:00 연중무휴,주차 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,"http://blog.naver.com/csh2580csh
https://www.instagram.com/coeminhwan14",https://ldb-phinf.pstatic.net/20190725_199/15640145348370eQqq_JPEG/A58sagJT3VCz-acFxgBSr7sR.jpg
68,68,68,1289901186,더예쁘개미용실&플레이독유치원반려동물미용,대구광역시 수성구 월드컵로6안길 10 플레이독유치원&더예쁘개미용실,053-792-1060,35.8316527,128.6852262,매일 08:00~19:00 일요일-9:00~17:00,단체석 주차 배달 예약 무선 인터넷 반려동물 동반 남/녀 화장실 구분,http://instagram.com/yebbeugae,https://ldb-phinf.pstatic.net/20210305_134/16149278725285es6N_JPEG/6y7vQjPPvIs2etFNykxix3br.jpg
