,sid,name,address,tel,latitude,longitude
59,1623027715,포근애견유치원반려견놀이터,경기도 고양시 일산서구 원일로 51 메이저프라자 5층 포근애견유치원,010-8373-1382,37.6871458,126.7678860
60,1807131747,나랑애견유치원반려동물,경기도 남양주시 다산중앙로145번길 15 11층,010-5161-2922,37.6253950,127.1508124
61,36543826,개상전 애견카페애견카페,서울특별시 은평구 통일로 727-5 3층,070-4404-1212,37.6102285,126.9292052
62,35637205,치료멍멍동물병원 신사본원동물병원,서울특별시 강남구 도산대로 309 삼공빌딩,02-545-0075,37.5223477,127.0352056
63,35021958,이리온동물병원동물병원,서울특별시 강남구 도산대로 445 M빌딩,02-1577-6125,37.5243461,127.0448099
64,1982997927,댕댕이하우스반려동물미용,서울특별시 성동구 왕십리로 110 2층,070-4384-0920,37.5474643,127.0447833
65,1008390204,9PETS반려동물미용,서울특별시 성동구 서울숲2길 32-14 101동 106~107호,070-8845-9101,37.5457261,127.0423333
66,1926645868,프랑소와펫 신사 플래그쉽 스토어애견용품,서울특별시 강남구 압구정로46길 6,02-547-3362,37.5282752,127.0365900
67,1150081648,반려문화애견카페,서울특별시 강남구 언주로133길 23,02-2088-3375,37.5159654,127.0333026
68,1045046688,마이펫글리반려동물호텔,서울특별시 마포구 성미산로1길 5 1층,010-4014-0388,37.5583900,126.9085426
69,1175743168,프랑소와펫 서래점반려동물미용,"서울특별시 서초구 서래로1길 18 엠제이빌딩 1층, 지하1층",02-6951-3361,37.4962335,126.9971338
70,1457735972,슈퍼독애견훈련,서울특별시 영등포구 여의동로 213 상가층 114호,070-4279-7722,37.5185998,126.9396473
71,37432881,바라봄애견카페,서울특별시 강남구 영동대로142길 27 1층,02-511-2008,37.5252257,127.0555258
72,1222827663,펫시터 리치네집반려동물호텔,서울특별시 성북구 화랑로 76,010-7142-7739,37.6018543,127.0405332
73,32799680,혼자두면장판뜯어서차린개카페애견카페,서울특별시 관악구 남부순환로 1665 3층,010-2400-9999,37.4851325,126.9356876
74,1445467563,펫스토리카페&유치원호텔링애견카페,경기도 평택시 고덕면 고덕북로 268,070-4117-5959,37.0672881,127.0168464
